2026-02-05 19:53:29 | INFO | {"event": "ANSWER_REJECTION", "query_id": "6135178f", "bot": "BOT-3", "timestamp": "2026-02-05T14:23:29.027969", "rejection": {"reason": "No documents retrieved", "score": null, "threshold": 1.5}}
2026-02-05 19:53:29 | INFO | {"event": "ROUTING_DECISION", "query_id": "6135178f", "timestamp": "2026-02-05T14:23:29.029311", "query": "where is the college", "validation": "PASSED", "scope": "IN_SCOPE", "classifier": {"category": "General Information", "confidence": 0.4196, "probabilities": {"Academic Affairs": 0.0933, "Admissions & Registrations": 0.108, "Campus Life": 0.1531, "Cross-domain Queries": 0.0253, "Financial Matters": 0.0675, "General Information": 0.4196, "Student Services": 0.1333}}, "routed_to": "BOT-3", "similarity_score": null, "reason": "Low classifier confidence (0.4196 < 0.45)"}
2026-02-05 19:53:29 | INFO | {"event": "LATENCY", "query_id": "6135178f", "timestamp": "2026-02-05T14:23:29.031320", "latency": {"total_ms": 33, "stages": {"validation": 6, "scope_check": 3, "classification": 14, "routing": 2, "answer_generation": 2}}}
2026-02-05 20:00:26 | INFO | {"event": "ANSWER_REJECTION", "query_id": "a6649a55", "bot": "BOT-3", "timestamp": "2026-02-05T14:30:26.581163", "rejection": {"reason": "No documents retrieved", "score": null, "threshold": 1.5}}
2026-02-05 20:00:26 | INFO | {"event": "ROUTING_DECISION", "query_id": "a6649a55", "timestamp": "2026-02-05T14:30:26.585516", "query": "where is the college", "validation": "PASSED", "scope": "IN_SCOPE", "classifier": {"category": "General Information", "confidence": 0.4196, "probabilities": {"Academic Affairs": 0.0933, "Admissions & Registrations": 0.108, "Campus Life": 0.1531, "Cross-domain Queries": 0.0253, "Financial Matters": 0.0675, "General Information": 0.4196, "Student Services": 0.1333}}, "routed_to": "BOT-3", "similarity_score": null, "reason": "Low classifier confidence (0.4196 < 0.45)"}
2026-02-05 20:00:26 | INFO | {"event": "LATENCY", "query_id": "a6649a55", "timestamp": "2026-02-05T14:30:26.590670", "latency": {"total_ms": 144, "stages": {"validation": 17, "scope_check": 8, "classification": 86, "routing": 1, "answer_generation": 15}}}
2026-02-06 12:29:51 | INFO | {"event": "ROUTING_DECISION", "query_id": "10453916", "timestamp": "2026-02-06T06:59:51.426210", "query": "hello", "validation": "FAILED", "scope": "NOT_CHECKED", "classifier": {"category": "NONE", "confidence": 0.0, "probabilities": {}}, "routed_to": "NONE", "similarity_score": null, "reason": "Please provide more detail. Example: 'What is the hostel fee?'"}
2026-02-06 12:29:51 | INFO | {"event": "LATENCY", "query_id": "10453916", "timestamp": "2026-02-06T06:59:51.427267", "latency": {"total_ms": 12, "stages": {}}}
2026-02-06 12:29:57 | INFO | {"event": "ANSWER_REJECTION", "query_id": "23eed0ab", "bot": "BOT-3", "timestamp": "2026-02-06T06:59:57.729750", "rejection": {"reason": "No documents retrieved", "score": null, "threshold": 1.5}}
2026-02-06 12:29:57 | INFO | {"event": "ROUTING_DECISION", "query_id": "23eed0ab", "timestamp": "2026-02-06T06:59:57.732341", "query": "how are you doing?", "validation": "PASSED", "scope": "IN_SCOPE", "classifier": {"category": "General Information", "confidence": 0.1995, "probabilities": {"Academic Affairs": 0.1903, "Admissions & Registrations": 0.1137, "Campus Life": 0.1485, "Cross-domain Queries": 0.058, "Financial Matters": 0.1253, "General Information": 0.1995, "Student Services": 0.1647}}, "routed_to": "BOT-3", "similarity_score": null, "reason": "Low classifier confidence (0.1995 < 0.45)"}
2026-02-06 12:29:57 | INFO | {"event": "LATENCY", "query_id": "23eed0ab", "timestamp": "2026-02-06T06:59:57.732341", "latency": {"total_ms": 37, "stages": {"validation": 1, "scope_check": 3, "classification": 16, "routing": 0, "answer_generation": 12}}}
2026-02-06 12:30:11 | INFO | {"event": "ROUTING_DECISION", "query_id": "55271a6d", "timestamp": "2026-02-06T07:00:11.684206", "query": "who the fuck are you?", "validation": "FAILED", "scope": "NOT_CHECKED", "classifier": {"category": "NONE", "confidence": 0.0, "probabilities": {}}, "routed_to": "NONE", "similarity_score": null, "reason": "Please use respectful language. This assistant is here to help you."}
2026-02-06 12:30:11 | INFO | {"event": "LATENCY", "query_id": "55271a6d", "timestamp": "2026-02-06T07:00:11.685440", "latency": {"total_ms": 4, "stages": {}}}
2026-02-06 12:30:23 | INFO | {"event": "ANSWER_REJECTION", "query_id": "fdfa43fd", "bot": "BOT-3", "timestamp": "2026-02-06T07:00:23.734816", "rejection": {"reason": "No documents retrieved", "score": null, "threshold": 1.5}}
